OBJECTID,APN,HOUSE,STREET_NAME,STREET_TYPE,ASSESSMENT,RESOURCE_NAME,ORDINANCE,Shape__Area,Shape__Length
26,00901970140000,2200,10TH,ST,Landmark, ,3911,3454.428711,246.2343567
27,00902610090000,1525,BROADWAY,,Landmark,"Y"""" Street Service Station",82-046,12576.00684,470.5059951
28,00902670070000,1730,BROADWAY,,Landmark, ,82-046,5178.878906,296.3149227
29,00904200010000,0,, ,Landmark,Callahan Memorial (Southside Park),83-115,577641.8955,3045.508673
30,01000320130000,1931,21ST,ST,Landmark, ,3911,9123.411133,422.8586828
31,01000340190000,1931,22ND,ST,Landmark, ,3911,3085.257813,233.934579
32,01000510130000,1827,27TH,ST,Landmark,Tudor Revival Duplex.,2015-0012,3548.793945,246.3470012
34,01001010080000,2014,22ND,ST,Landmark, ,3911,2955.776367,230.0679365
35,01001020060000,2130,22ND,ST,Landmark, ,3911,12433.93945,475.7259916
36,01001020090000,2121,21ST,ST,Landmark, ,3911,9790.945313,404.7320482
37,01001040240000,2101,22ND,ST,Landmark, ,3911,6829.214844,347.7639262
38,01001050010000,2015,23RD,ST,Landmark, ,3911,4915.043945,283.0917783
39,01001050210000,2009,23RD,ST,Landmark, ,3911,8333.53125,367.8614069
40,01001660270000,2201,21ST,ST,Landmark, ,3911,13457.24414,486.4785713
41,01001760260000,2600,V,ST,Landmark,Newton Booth School,82-046,110459.5391,1309.712154
42,01002220180000,2201,BROADWAY,,Landmark,Harrold Ellsworth Auto's,82-046,51671.75977,964.3189332
43,01100430020000,4623,T,ST,Landmark,Elmhurst/Coloma Community Center,2009-039,132502.1758,1541.432834
44,01303410830000,3552,7TH,AVE,Landmark,Shiloh Baptist Church,2012-037,135366.1084,1659.731772
45,2.74005E+13,0, , ,Landmark,Jibboom St. Bridge/Cal Trans #24C-22,2011-011,3028351.983,8142.638902
46,00301320190000,531,21ST,ST,Landmark, ,3911,3103.363281,229.0565499
47,00301710220000,617,18TH,ST,Landmark, ,3911,3156.119141,238.6702548
48,00301750130000,612,21ST,ST,Landmark, ,3911,5442.038086,340.4750707
49,00301750150000,626,21ST,ST,Landmark, ,3911,5447.289063,317.4859483
50,00301810040000,2112,F,ST,Landmark, ,3911,5195.073242,308.3036044
51,00301820060000,700,22ND,ST,Landmark, ,3911,4813.950195,279.8704677
52,00301840020000,709,22ND,ST,Landmark, ,3911,4576.40625,307.6886576
53,00301910160000,2431,G,ST,Landmark, ,3911,3377.37207,244.4342055
54,00302020010000,2718,G,ST,Landmark,Marshal Elementary Building,82-046,52076.89648,969.5076465
55,00302110190000,3025,G,ST,Landmark,,82-086,94949.01953,1322.262475
56,00401110140000,3919,MCKINLEY,BLVD,Landmark,Theodore Judah elementary School,94-533,218232.248,1957.247088
57,00600340170000,923,7TH,ST,Landmark,John Arnold and Company Grocery,82-046,3445.614258,369.6572421
58,00600460010000,816,12TH,ST,Landmark,Jim Denny's,82-046,3750.110352,253.4436121
59,00600660010000,1700,I,ST,Landmark,I Street Market,82-046,9501.143555,435.0088708
60,00600870470000,1000,4TH,ST,Landmark,California Fruit Building,83-115,9613.271484,440.1670702
61,00600910010000,600,J,ST,Landmark,Ramona Hotel,82-046,9695.504883,443.1846825
62,00600910380000,1128,7TH,ST,Landmark,Hotel Clayton,82-046,11542.73438,447.8355439
63,00600940020000,1011,7TH,ST,Landmark,Pioneer House,82-046,3406.117188,310.7670148
64,00601010150000,1020,10TH,ST,Landmark,Hart Brothers Cafateria,82-046,4988.339844,285.4979529
65,00601030110000,1013,K,ST,Landmark,Empress Theater,82-046,26373.87598,649.6164613
66,00601110170000,1217,K,ST,Landmark,Esquire Theater,82-055,16936.05664,532.5915962
67,00601210080000,1530,J,ST,Landmark,W.I. Elliot Company,82-046,13211.65723,485.7998796
68,00601620010000,0,CAPITOL ,AVE ,Landmark,California State Capital,83-115,1568470.265,5578.199259
69,00601760080000,1320,18TH,ST,Landmark, ,3911,3709.402344,252.0218528
70,00602060230000,806,O,ST,Landmark, ,82-046,41015.26855,924.4992471
71,00200860130000,318,15TH,ST,Landmark, ,3911,5573.255859,299.5974332
72,00201150010000,415,11TH,ST,Landmark, ,,2017.518555,203.3039566
73,00201230130000,1317,E,ST,Landmark, ,3911,5788.59082,395.0371677
74,00201240170000,1323,F,ST,Landmark, ,3911,6530.657227,404.5631367
75,00201250050000,1404,D,ST,Landmark, ,3911,4269.141602,295.4960972
76,00201260030000,1416,E,ST,Landmark, ,3911,2186.111328,214.2447945
77,00201260090000,514,15TH,ST,Landmark, ,3911,2941.305664,235.3872194
78,00201260110000,522,15TH,ST,Landmark, ,3911,3279.53125,243.6191173
79,00201320020000,509,15TH,ST,Landmark, ,3911,3237.164063,240.8938077
80,00201320200000,1511,F,ST,Landmark, ,3911,6384.442383,402.4559426
81,00201510110000,604,10TH,ST,Landmark, ,82-029,3282.157227,245.3999248
82,00201540150000,1019,H,ST,Landmark,Latriada Aparments/ Julius Wetsler House,3911,16380.65137,526.6965586
83,00201560120000,710,12TH,ST,Landmark, ,82-046,6615.827148,325.9047047
84,00201630010000,615,13TH,ST,Landmark, ,3911,2598.720703,228.9746024
85,00201630070000,1310,F,ST,Landmark, ,3911,4737.160156,383.2659526
86,00201710090000,614,16TH,ST,Landmark, ,82-046,6379.674805,325.361699
87,00201760120000,714,18TH,ST,Landmark, ,3911,2361.960938,198.7321602
88,00300720280000,1802,C,ST,Landmark, ,83-115,37551.11133,774.473984
89,00300820150000,328,22ND,ST,Landmark, ,3911,2852.930664,221.5214908
90,00301240030000,509,19TH,ST,Landmark, ,3911,3334.946289,262.406095
91,00602360180000,1519,17TH,ST,Landmark, ,3911,3153.488281,236.3913676
92,00602740030000,1000,Q,ST,Landmark, ,81-117,2759.540039,222.155495
93,00602840230000,1621,13TH,ST,Landmark, ,3911,6382.491211,319.6161402
94,00602920020000,1504,Q,ST,Landmark, ,3911,6008.550781,386.0864072
95,00602950080000,1730,P,ST,Landmark, ,3911,4907.40625,283.2303851
96,00700130020000,1900,H,ST,Landmark, ,3911,4438.100586,289.4038257
97,00700150070000,2030,H,ST,Landmark,Boulevard Pharmacy,82-046,6745.813477,407.3591545
98,00700230070000,2222,H,ST,Landmark, ,3911,6415.397461,403.5127065
99,00700250020000,2308,H,ST,Landmark, ,3911,7099.271484,412.0307207
100,00700250090000,2329,I,ST,Landmark,J.H. Hogan-Grocer,82-046,3371.071289,245.379835
101,00700360170000,2620,I,ST,Landmark, ,3911,10474.42383,470.3976023
102,00700440030000,903,28TH,ST,Landmark, ,3911,2911.685547,226.3134075
103,00700440040000,901,28TH,ST,Landmark, ,3911,2908.726563,226.1596884
104,00701010020000,2408,J,ST,Landmark, ,3911,6530.236328,407.1586452
105,00701020130000,1116,25TH,ST,Landmark, ,3911,3556.487305,254.1707503
106,00701040170000,1112,26TH,ST,Landmark,"St Francis Church, Friary, and School",82-046,30896.51172,805.4905073
107,00701050210000,1019,26TH,ST,Landmark, ,3911,3199.837891,238.8804653
108,00701110010000,1015,27TH,ST,Landmark, ,3911,3122.544922,228.4884605
109,00701410030000,1802,L,ST,Landmark,Abraham Harris-Grocer,82-046,3374.874023,243.885528
110,00701410200000,1801,CAPITOL,AVE,Landmark, ,82-046,19653.48926,566.5386631
111,00701420010000,1315,18TH,ST,Landmark, ,3911,3324.619141,245.1871249
112,00701430120000,1909,CAPITOL,AV,Landmark, ,82-089,6368.635742,402.6858141
113,00701440100000,1927,N,ST,Landmark, ,3911,3233.141602,242.9147276
114,00701520140000,2119,N,ST,Landmark, ,3911,6371.478516,396.7899681
115,00701550160000,2301,CAPITOL,AVE,Landmark, ,3911,2723.552734,230.6027118
116,00701560220000,1321,23RD,ST,Landmark, ,3911,2760.819336,213.2468364
117,00701610060000,2412,L,ST,Landmark, ,3911,6426.415039,399.2605966
118,00701610150000,2417,CAPITOL,AVE,Landmark, ,3911,8176.779297,426.5355465
119,00701640030000,2500,CAPITOL,AVE,Landmark, ,3911,2668.394531,222.4024034
120,00701640090000,2526,CAPITOL,AVE,Landmark, ,3911,3057.353516,232.868942
121,00702420010000,1513,18TH,ST,Landmark, ,3911,3204.500977,241.4250984
122,00702450010000,1415,20TH,ST,Landmark, ,3911,2824.505859,233.1303291
123,00702610010000,2420,N,ST,Landmark,Freemont Elementary School,82-046,111803.8145,1338.049425
124,00702620110000,2425,P,ST,Landmark, ,3911,3622.607422,257.9831012
125,00702740270000,1501,28TH,ST,Landmark, ,82-055,9429.509766,398.2024262
126,00703330030000,2500,P,ST,Landmark,Model Market,82-046,2974.834961,235.9493148
127,00900740010000,1913,10TH,ST,Landmark, ,3911,4111.59375,260.2144383
128,00900760040000,1901,11TH,ST,Landmark, ,3911,3170.219727,235.3304975
129,00901410010000,2015,12TH,ST,Landmark, ,3911,6917.038086,333.0167245
130,00901550070000,1716,T,ST,Landmark, ,3911,6689.038086,412.5679907
131,00901560230000,2131,17TH,ST,Landmark, ,,3034.573242,232.6503127
132,01000260120000,1916,21ST,ST,Landmark, ,3911,3446.753906,253.1340715
133,01000320090000,1914,22ND,ST,Landmark, ,3911,3162.003906,235.404303
134,01001010100000,2022,22ND,ST,Landmark, ,3911,7548.607422,416.516272
135,01001010190000,2019,21ST,ST,Landmark, ,3911,26139.79785,646.7964014
136,01001020100000,2115,21ST,ST,Landmark, ,3911,21023.09375,651.4408014
137,01001030250000,2030,23RD,ST,Landmark, ,3911,19518.80176,563.7547586
138,01001660280000,2120,V,ST,Landmark, ,3911,13399.60938,492.4147309
139,01001730180000,2509,W,ST,Landmark,The UHL Family House,2015-0012,6340.613281,401.3468826
140,01002310150000,2417,BROADWAY,,Landmark,Sterling Cleaners,82-046,7441.316406,411.7128769
141,01300100140000,3835,FREEPORT ,BLVD ,Landmark,Sacramento Junior College ,96-009,1996185.65,8144.981894
142,01900100100000,2750,SUTTERVILLE,RD,Landmark,Sacramento Children's Home Administration Building,2013-0030,278623.0332,2274.088542
143,00301260180000,2019,F,ST,Landmark, ,3911,6506.515625,403.0513365
144,00301320040000,501,21ST,ST,Landmark, ,3911,2617.765625,214.9606807
145,00301330180000,2219,E,ST,Landmark, ,3911,6497.306641,403.2539569
146,00301340010000,515,22ND,ST,Landmark, ,3911,4402.18457,304.1743699
147,00301810090000,618,22ND,ST,Landmark, ,3911,4695.324219,293.0982069
148,00301820050000,2120,G,ST,Landmark, ,3911,6994.225586,339.5901355
149,00301830100000,600,23RD,ST,Landmark, ,3911,5005.645508,285.2323567
150,00301840190000,2201,H,ST,Landmark, ,3911,3412.308594,240.8287592
151,00301960220000,723,26TH,ST,Landmark, ,3911,2904.404297,225.8681899
152,00302010090000,2728,F,ST,Landmark, ,3911,3249.75293,243.1579356
153,00302020040000,2731,H,ST,Landmark, ,3911,3402.073242,247.0468772
154,00302020070000,2721,H,ST,Landmark, ,3911,6648.772461,404.2843546
155,00600310050000,813,6TH,ST,Landmark,Hall of Justice,83-115,17655.11621,541.3318665
156,00600550090000,819,14TH,ST,Landmark, ,3911,5107.726563,320.6974338
157,00600650010000,815,17TH,ST,Landmark, ,3911,3840.392578,253.8909658
158,00601010010000,1013,9TH,ST,Landmark,The People's Acceptance Building,82-046,3275.375977,236.2948922
159,00601020200000,1107,9TH,ST,Landmark,Forum Building,82-046,16157.99316,520.8335043
160,00601060020000,1100,K,ST,Landmark,PG&E Company,82-046,4322.796875,268.9956704
161,00601260220000,1701,L,ST,Landmark,St Johns Lutheran Church,82-046,39117.85059,805.6939142
162,00601750030000,1700,L,ST,Landmark,California State automobile Assoc.,82-046,3034.788086,235.0319009
163,00601760060000,1310,18TH,ST,Landmark, ,3911,6402.779297,320.1238152
164,00602350250000,1700,N,ST,Landmark, ,3911,2168.285156,187.5656556
165,00100310080000,950,RICHARDS,BLVD,Landmark,Sacramento Theatrical Lighting,2011-011,137729.918,1491.622132
166,00200100210000,0, , ,Protected,I ST Bridge/Cal Trans Bridge #24-C,2001-27,11075.08105,634.6356912
167,00200750260000,1123,D,ST,Landmark,Maria Hastings Building,82-029,13493.7041,566.9218324
168,00200840120000,317,13TH,ST,Landmark, ,3911,3164.682617,237.1596622
169,00201040250000,831,F,ST,Landmark, ,82-029,2226.449219,188.8529515
170,00201040270000,804,E,ST,Landmark, ,82-029,3444.538086,259.2253635
171,00201120010000,515,9TH,ST,Landmark, ,82-029,3220.380859,244.722303
172,00201120050000,912,E,ST,Landmark, ,82-029,6504.06543,400.3213651
173,00201120110000,508,10TH,ST,Landmark, ,82-029,7402.263672,418.518177
174,00201160390000,1029,F,ST,Landmark,J. Neely Johnson House,82-029,8986.720703,434.6461107
175,00201160530000,1105,F,ST,Landmark, ,82-029,7078.864258,365.8216892
176,00201220190000,1221,F,ST,Landmark, ,82-029,6546.84082,404.9768209
177,00201240030000,507,13TH,ST,Landmark, ,3911,3123.920898,237.225239
178,00201240200000,1311,F,ST,Landmark, ,3911,6328.701172,402.1259483
179,00201310070000,1516,D,ST,Landmark, ,3911,6317.06543,397.4530728
180,00201350060000,1701,E,ST,Landmark, ,3911,4940.62793,327.0314863
181,00201560050000,1106,G,ST,Landmark, ,82-029,2278.643555,224.4763765
182,00201610170000,1215,G,ST,Landmark, ,82-046,5064.410156,288.202147
183,00201610200000,621,12TH,ST,Landmark, ,3911,12334.33301,475.1012474
184,00201630240000,1301,G,ST,Landmark, ,3911,4274.511719,285.1013622
185,00201710030000,1508,F,ST,Landmark, ,3911,7243.44043,416.9001959
186,00201750030000,1700,F,ST,Landmark, ,3911,3270.237305,243.4329294
187,00201760010000,715,17TH,ST,Landmark, ,3911,3932.506836,278.7136771
188,00300750010000,313,20TH,ST,Landmark, ,3911,3286.448242,243.8174392
189,00300750180000,2019,D,ST,Landmark, ,3911,6409.168945,401.9284493
190,00301020100000,310,28TH,ST,Landmark, ,3911,3278.930664,241.8649014
191,00301220210000,1805,F,ST,Landmark, ,3911,3276.211914,243.710543
192,00301240210000,517,19TH,ST,Landmark, ,3911,3369.227539,263.3973815
193,00301250190000,2015,E,ST,Landmark, ,3911,6406.513672,402.2575007
194,00602820040000,1206,Q,ST,Landmark, ,3911,4016.34375,345.6911415
195,00602850100000,1322,Q,ST,Landmark, ,3911,3831.227539,368.073546
196,00602950070000,1728,P,ST,Landmark, ,3911,7271.488281,410.0619075
197,00700130030000,1906,H,ST,Landmark, ,3911,3430.385742,269.3498468
198,00700140110000,1925,J,ST,Landmark, ,3911,3215.863281,240.7928245
199,00700150160000,2001,I,ST,Landmark, ,3911,4111.445313,282.5582985
200,00700320090000,2416,I,ST,Landmark, ,3911,6212.165039,393.3678649
201,00700360060000,2614,I,ST,Landmark, ,3911,9394.639648,433.9277961
202,00700830120000,1910,J,ST,Landmark,Western Pacific Railroad Passenger Station,82-055,36639.59082,1064.307023
203,00700930140000,2231,K,ST,Landmark, ,3911,2787.473633,226.9201493
204,00700940210000,1121,22ND,ST,Landmark, ,3911,3232.272461,241.6380548
205,00700950160000,2321,K,ST,Landmark, ,3911,6495.651367,400.5537115
206,00700950240000,2305,K,ST,Landmark,Croasman/Nigro-Shaffer House,2014-0032,6507.256836,322.9818766
207,00701040180000,1112,26TH,ST,Landmark,"St Francis Church, Friary, and School",82-046,6171.49707,314.3396674
208,00701430070000,1928,L,ST,Landmark,Merchantile House,3911,12643.21094,477.9962438
209,00701460150000,2021,N,ST,Landmark, ,3911,12760.34277,477.7722127
210,00701510090000,2130,L,ST,Landmark, ,3911,3015.666016,234.8976967
211,00701530030000,2200,L,ST,Landmark, ,3911,3619.348633,249.578141
212,00701550180000,1217,23RD,ST,Landmark, ,3911,3077.491211,230.6496127
213,00702510100000,2128,N,ST,Landmark, ,3911,6484.413086,402.5363917
214,00702530140000,2219,O,ST,Landmark, ,3911,6519.614258,405.9827588
215,00702530150000,2215,O,ST,Landmark, ,3911,6521.12207,406.0562857
216,00702550130000,2319,O,ST,Landmark, ,3911,6504.695313,405.2514068
217,00702630090000,2526,N,ST,Landmark, ,3911,3580.504883,259.0261898
218,00702650090000,1400,27TH,ST,Landmark,Young Ladies Institute Association,82-046,3501.742188,251.5671099
219,00703110250000,1806,P,ST,Landmark, ,3911,4502.236328,302.4989032
220,00703120030000,1707,18TH,ST,Landmark, ,82-046,2910.129883,230.7413222
221,00703350200000,1625,26TH,ST,Landmark, ,3911,3113.645508,235.6829216
222,00804020270000,3720,FOLSOM,BLVD,Landmark,"Sacramento Fire Department House, Chemical Co #4",2002-017,10707.93555,418.6270255
223,00900540060000,414,S,ST,Landmark, ,3911,3212.178711,371.8292623
224,00900740130000,1926,11TH,ST,Landmark, ,3911,3401.163086,250.0588765
225,00900740250000,1914,11TH,ST,Landmark, ,3911,4585.485352,288.3156896
226,00900760030000,1903,11TH,ST,Landmark, ,3911,3064.615234,232.43353
227,00901110230000,321,U,ST,Landmark, ,3911,3225.43457,241.5086057
228,00901220140000,2016,9TH,ST,Landmark, ,3911,3369.916992,250.3981598
229,00901220290000,800,T,ST,Landmark, ,3911,3545.477539,258.1015659
230,00901310310000,2016,10TH,ST,Landmark, ,3911,3363.395508,248.7435236
231,00902620050000,1518,BROADWAY,,Landmark,Tower Theater,82-055,3949.508789,277.7285064
232,01000220070000,1818,S,ST,Landmark, ,,6549.964844,407.3808925
233,01000250050000,1822,21ST,ST,Landmark, ,3911,2860.603516,231.7001866
234,01000450170000,2601,S,ST,Landmark, ,3911,2922.101563,229.2418774
235,01000450180000,1819,26TH,ST,Landmark,1880s Queen Anne Two Flat.,2015-0012,3082.408203,234.0841046
236,01000450190000,1817,26TH,ST,Landmark,Traxler House,2015-0012,3214.685547,237.6435592
237,01000910040000,1814,T,ST,Landmark, ,3911,6750.75293,413.4510155
238,01000910210000,2017,18TH,ST,Landmark, ,3911,3381.354492,246.8462562
239,01001030100000,2014,23RD,ST,Landmark, ,3911,7334.086914,364.8266852
240,01001040020000,2107,22ND,ST,Landmark, ,3911,8478,427.2500367
241,01001110120000,2014,25TH,ST,Landmark, ,3911,3588.394531,254.772007
242,01001130170000,2523,U,ST,Landmark,The Thomas/Boyles/Zylstra House.,2015-0012,5191.022461,400.452269
243,01001550230000,2214,21ST,ST,Landmark, ,3911,17317.91797,633.6513653
244,01101010100000,0,39TH,ST,Protected,,,7520.332031,350.4337798
245,01300410010000,2791,24TH,ST,Landmark,,2005-064,250121.7822,2031.823695
246,01302320020000,2640,MONTGOMERY,WAY,Landmark,Fallon/Kimberlin House,2018-0051,6777.431641,337.7695596
247,2.25062E+13,1911,BANNON,ST,Landmark,Azevedo/Fargo-Moll House,2013-0029,14118.89746,465.8523636
248,00301320170000,2111,F,ST,Landmark, ,3911,6603.141602,404.0939364
249,00301450180000,2625,E,ST,Landmark, ,3911,6624.803711,404.5904147
250,00301730140000,1905,G,ST,Landmark, ,3911,3129.779297,236.0215015
251,00301750030000,601,20TH,ST,Landmark, ,3911,3438.212891,246.9537917
252,00301760150000,2001,H,ST,Landmark, ,3911,6094.701172,323.1564128
253,00301760190000,2015,H,ST,Landmark, ,3911,10460.31641,409.1138433
254,00301820150000,725,21ST,ST,Landmark, ,3911,4114.766602,284.6308889
255,00301820170000,2131,H,ST,Landmark, ,3911,11103.55273,422.2888052
256,00301840010000,711,22ND,ST,Landmark, ,3911,4437.740234,305.406684
257,00301850110000,610,24TH,ST,Landmark, ,3911,3163.544922,237.7964866
258,00301930250000,2508,F,ST,Landmark, ,3911,6695.204102,411.6270121
259,00502410110000,5990,H,ST,Landmark,Young America Engine Company Cupola & Bell,2010-039,340067.6475,3705.16394
260,00600320120000,629,J,ST,Landmark,National Gold Bank of D.O. Mills and Co,82-046,12779.26855,481.2319492
261,00600520040000,1200,I,ST,Landmark,BF Goodrich Tire Center,82-046,6154.352539,392.1980222
262,00600970120000,831,K,ST,Landmark,Hale Brothers and Company,82-046,19026.66016,558.52901
263,00600980250000,818,K,ST,Landmark,S.H. Kress and Company,82-046,8975.641602,429.9963294
264,00601010130000,1010,10TH,ST,Landmark, ,,3146.442383,240.4516974
265,00601030200000,1011,10TH,ST,Landmark,American Trust Company,82-046,12855.19336,492.0070998
266,00601040050000,1106,11TH,ST,Landmark,Hotel Regis,82-046,6467.786133,321.7586005
267,00601220060000,1531,L,ST,Landmark,Firestone Store #7586,82-046,19758.37402,568.6955154
268,00601760040000,1720,CAPITOL,AVE,Landmark, ,3911,2598.112305,223.4606041
269,00602330190000,1605,O,ST,Landmark, ,3911,3811.355469,272.2360596
270,00602350260000,1411,17TH,ST,Landmark, ,3911,1977.849609,178.3950197
271,00100900050000,1100,RICHARDS,BLVD,Landmark,Zellerbach Paper Company/UHaul,2011-011,283119.3691,2186.736079
272,00102100380000,101,BERCUT,DR,Landmark,Sacramento River Water Treatment Plant,2011-011,1702387.425,5850.778595
273,00200740130000,1131,C,ST,Landmark,Phoenix Milling Company/Globe Mills,82-046,54120.97363,980.1222031
274,00200750200000,1107,D,ST,Landmark, ,82-029,3104.758789,237.0241208
275,00200810020000,1201,C,ST,Landmark, ,82-046,26150.94531,657.9535302
276,00200810030000,1217,C,ST,Landmark, ,82-046,13152.59082,488.5925379
277,00201050150000,701,E,ST,Landmark,Anton Wagner Duplex,82-029,3360.603516,244.77314
278,00201120160000,530,10TH,ST,Landmark,Calvin E. Crocker House,82-077,3987.71875,261.743581
279,00201120170000,929,F,ST,Landmark, ,3911,6480.546875,404.6947115
280,00201160030000,1100,E,ST,Landmark,"Anton Wagner, Grocer",82-029,3670.298828,251.5792054
281,00201160480000,517,11TH,ST,Landmark, ,82-029,2975.172852,229.8265691
282,00201220250000,517,12TH,ST,Landmark,Central California Electric Company,82-046,4986.201172,324.8234823
283,00201230060000,1320,D,ST,Landmark, ,3911,6461.166016,398.640861
284,00201250210000,1425,E,ST,Landmark, ,3911,6306.983398,401.3730873
285,00201320230000,521,15TH,ST,Landmark, ,3911,3253.521484,241.3585656
286,00201550340000,1020,F,ST,Landmark, ,82-029,7306.473633,413.8323754
287,00201560080000,1112,G,ST,Landmark, ,82-029,6411.527344,396.2717418
288,00201610040000,1220,F,ST,Landmark, ,82-029,6510.207031,404.7412945
289,00201630100000,1322,F,ST,Landmark, ,3911,5692.394531,395.1068954
290,00201650220000,621,14TH,ST,Landmark, ,3911,3304.234375,244.7426142
291,00201710190000,629,15TH,ST,Landmark, ,3911,3861.87207,254.3085554
292,00201750050000,1710,F,ST,Landmark, ,3911,4356.253906,380.1215943
293,00201750110000,1730,F,ST,Landmark,Giachino Matranga-Groceries,82-046,3273.553711,243.5985539
294,00301220030000,505,18TH,ST,Landmark, ,3911,3244.446289,242.7942314
295,00301230110000,1909,E,ST,Landmark, ,3911,6600.719727,404.728929
296,00602360100000,1520,18TH,ST,Landmark, ,3911,4436.458008,267.226658
297,00602820210000,1711,12TH,ST,Landmark, ,82-046,3657.365234,240.2130003
298,00602930240000,1617,16TH,ST,Landmark, ,3911,3308.358398,243.3424377
299,00603800010000,700,K,ST,Landmark,Pacific State Savings Bank,82-046,50561.4834,955.9297311
300,00700250030000,2312,H,ST,Landmark, ,3911,6337.763672,402.6578143
301,00700310170000,2405,I,ST,Landmark, ,3911,4038.634766,281.8550964
302,00700520080000,3020,I,ST,Landmark, ,3911,6291.114258,394.5912469
303,00700810020000,1800,J,ST,Landmark, ,3911,4520.634766,289.7994806
304,00700920230000,2101,L,ST,Landmark,Redman's Hall/ J.M. Carney-Drugs,82-046,3099.411133,234.5470241
305,00700960260000,2307,L,ST,Landmark, ,3911,4228.665039,290.5075745
306,00701040020000,1112,26TH,ST,Landmark,"St Francis Church, Friary, and School",82-046,15068.64844,523.3550155
307,00701050070000,2620,J,ST,Landmark, ,3911,6627.051758,409.5551608
308,00701430160000,1219,19TH,ST,Landmark, ,3911,3275.09668,244.5680844
309,00701440080000,1320,20TH,ST,Landmark, ,3911,3111.579102,234.5108587
310,00701540030000,2200,CAPITOL,AVE,Landmark, ,3911,3370.486328,242.3615622
311,00701550150000,2305,CAPITOL,AVE,Landmark, ,3911,3245.411133,242.8177332
312,00701550250000,2324,L,ST,Landmark,,,48512.06152,969.1238895
313,00701560070000,2320,CAPITOL,AVE,Landmark, ,3911,6920.873047,407.4255621
314,00702410100000,1830,N,ST,Landmark, ,3911,3185.859375,239.1130096
315,00702410220000,1419,18TH,ST,Landmark, ,3911,2196.633789,218.0663369
316,00702430110000,1412,20TH,ST,Landmark, ,3911,6067.568359,311.6955993
317,00702440180000,1901,P,ST,Landmark, ,3911,3563.832031,250.0596718
318,00702530030000,2208,N,ST,Landmark, ,3911,6448.085938,402.4039824
319,00702530100000,1418,23RD,ST,Landmark, ,3911,3200,240.0000006
320,00702630040000,2504,N,ST,Landmark, ,3911,3241.801758,242.0905064
321,00702660060000,2610,O,ST,Landmark, ,3911,6354.869141,397.7437991
322,00702660140000,2621,P,ST,Landmark, ,3911,9721.610352,444.0537287
323,00702660160000,2609,P,ST,Landmark, ,3911,6480.287109,404.0157367
324,00702660170000,2607,P,ST,Landmark, ,3911,3306.148438,245.3073642
325,00703120080000,1818,Q,ST,Landmark, ,3911,3369.298828,251.7979548
326,00703350050000,2608,P,ST,Landmark, ,3911,6378.842773,398.9432147
327,00703350090000,2626,P,ST,Landmark,The H.L. Nelson House,2016-0035,3199.041016,238.6663349
328,00703520060000,3030,Q,ST,Landmark,Glenn Dairy Company,82-046,26689.05176,653.6785054
329,00703530050000,1601,STOCKTON,BLVD,Landmark,"Libby, McNeil, and Libby Fruit and Vegetable Cannery",83-115,51456.75684,1012.51492
330,00900520320000,330,S,ST,Landmark, ,82-046,10282.47754,487.7362067
331,00900540170000,419,T,ST,Landmark, ,3911,6199.046875,392.6050217
332,00900540180000,415,T,ST,Landmark, ,3911,6470.185547,396.0400133
333,00900740240000,1910,11TH,ST,Landmark, ,3911,3649.151367,268.98987
334,00901320120000,2114,10TH,ST,Landmark, ,3911,5874.727539,380.6122884
335,00901330100000,2004,11TH,ST,Landmark, ,3911,2218.083008,219.6757847
336,00901510160000,1505,U,ST,Landmark, ,3911,6168.105469,392.5607094
337,00901520040000,1504,U,ST,Landmark, ,3911,3449.234375,252.1306697
338,00902620070000,0,LAND PARK,DR,Landmark, ,,18747.05371,574.3790606
339,01000220030000,1800,S,ST,Landmark, ,,2973.696289,237.6028855
340,01000320030000,1903,21ST,ST,Landmark, ,3911,9394.623047,426.666783
341,01000360160000,1929,23RD,ST,Landmark, ,3911,3065.376953,234.6155203
342,01000910060000,1822,T,ST,Landmark, ,3911,6772.835938,413.7528469
343,01001630240000,2217,22ND,ST,Landmark, ,3911,3088.225586,233.0475451
344,01302320060000,2672,MONTGOMERY,WAY,Landmark,Barr-Wixson House,2018-0051,12377.51172,446.4391891
345,01401520410000,2940,42ND,ST,Landmark,Kyles Temple African Methodist Episcopal  Zion Church ,2015-0003,57081.75488,1073.213681
346,00301540020000,511,28TH,ST,Landmark, ,3911,3125.240234,237.797446
347,00301720080000,1822,G,ST,Landmark, ,3911,4723.510742,377.2571131
348,00301810140000,2101,G,ST,Landmark,Cranston-Geary House,3911,6283.530273,329.0544074
350,00301850230000,2331,G,ST,Landmark, ,3911,3121.685547,238.0420494
351,00600360370000,903,8TH,ST,Landmark,Sacramento City Library,83-115,37768.56055,897.020835
352,00600470110000,921,11TH,ST,Landmark,Elks Building,82-046,2505.657227,205.1305017
353,00600530010000,1300,H,ST,Landmark,Charles Lais House,3911,13051.07227,484.5430339
354,00600630030000,1616,H,ST,Landmark, ,3911,6524.973633,404.0837551
355,00600870430000,1010,5TH,ST,Landmark,Travelers Hotel,82-046,14925.79297,515.5981276
356,00600940010000,1015,7TH,ST,Landmark,Merchants National Bank,82-046,2535.0625,213.3802483
357,00600960220000,717,K,ST,Landmark,Ochsner Building,82-046,11781.47363,449.3815104
358,00601010030000,900,J,ST,Landmark,Ruhstaller Building,82-046,3075.730469,236.8933565
